a,b,dia_juliano,d,e,f,g,h
101,2023,55,2400,12.68,0,23.25,0
101,2023,55,1,12.68,0,23.24,0
101,2023,55,2,12.68,0,23.23,0
101,2023,55,3,12.68,0,23.21,0
101,2023,55,4,12.68,0,23.2,0
101,2023,55,5,12.68,0,23.2,0
101,2023,55,6,12.68,0,23.2,0
101,2023,55,7,12.68,0,23.17,0
101,2023,55,8,12.68,0,23.15,0
101,2023,55,9,12.68,0,23.13,0
101,2023,55,10,12.68,0,23.12,0
101,2023,55,11,12.68,0,23.11,0
101,2023,55,12,12.68,0,23.09,0
101,2023,55,13,12.68,0,23.08,0
101,2023,55,14,12.68,0,23.07,0
101,2023,55,15,12.68,0,23.01,0
101,2023,55,16,12.68,0,22.98,0
101,2023,55,17,12.68,0,22.98,0
101,2023,55,18,12.68,0,22.98,0
101,2023,55,19,12.68,0,23,0
101,2023,55,20,12.68,0,23.03,0
101,2023,55,21,12.68,0,23.03,0
101,2023,55,22,12.68,0,23.01,0
101,2023,55,23,12.68,0,22.99,0
101,2023,55,24,12.68,0,22.98,0
101,2023,55,25,12.67,0,22.97,0
101,2023,55,26,12.67,0,22.97,0
101,2023,55,27,12.67,0,22.97,0
101,2023,55,28,12.68,0,22.98,0
101,2023,55,29,12.68,0,22.97,0
101,2023,55,30,12.67,0,22.96,0
101,2023,55,31,12.67,0,22.96,0
101,2023,55,32,12.67,0,22.97,0
101,2023,55,33,12.67,0,22.97,0
101,2023,55,34,12.67,0,22.97,0
101,2023,55,35,12.67,0,22.98,0
101,2023,55,36,12.67,0,22.99,0
101,2023,55,37,12.67,0,22.99,0
101,2023,55,38,12.67,0,22.99,0
101,2023,55,39,12.67,0,23,0
101,2023,55,40,12.67,0,23.01,0
101,2023,55,41,12.67,0,23.02,0
101,2023,55,42,12.67,0,23.03,0
101,2023,55,43,12.67,0,23.04,0
101,2023,55,44,12.67,0,23.03,0
101,2023,55,45,12.67,0,23.02,0
101,2023,55,46,12.67,0,23.02,0
101,2023,55,47,12.67,0,23.03,0
101,2023,55,48,12.67,0,23.05,0
101,2023,55,49,12.67,0,23.05,0
101,2023,55,50,12.67,0,23.1,0
101,2023,55,51,12.67,0,23.11,0
101,2023,55,52,12.67,0,23.13,0
101,2023,55,53,12.67,0,23.14,0
101,2023,55,54,12.67,0,23.13,0
101,2023,55,55,12.67,0,23.13,0
101,2023,55,56,12.67,0,23.16,0
101,2023,55,57,12.67,0,23.17,0
101,2023,55,58,12.67,0,23.2,0
101,2023,55,59,12.67,0,23.21,0
101,2023,55,100,12.67,0,23.2,0
101,2023,55,101,12.67,0,23.2,0
101,2023,55,102,12.67,0,23.19,0
101,2023,55,103,12.67,0,23.18,0
101,2023,55,104,12.67,0,23.16,0
101,2023,55,105,12.67,0,23.14,0
101,2023,55,106,12.67,0,23.13,0
101,2023,55,107,12.67,0,23.11,0
101,2023,55,108,12.67,0,23.09,0
101,2023,55,109,12.67,0,23.08,0
101,2023,55,110,12.67,0,23.08,0
101,2023,55,111,12.67,0,23.1,0
101,2023,55,112,12.67,0,23.11,0
101,2023,55,113,12.66,0,23.11,0
101,2023,55,114,12.67,0,23.09,0
101,2023,55,115,12.67,0,23.08,0
101,2023,55,116,12.67,0,23.08,0
101,2023,55,117,12.67,0,23.07,0
101,2023,55,118,12.66,0,23.08,0
101,2023,55,119,12.66,0,23.06,0
101,2023,55,120,12.66,0,23.03,0
101,2023,55,121,12.66,0,23.01,0
101,2023,55,122,12.66,0,23,0
101,2023,55,123,12.66,0,23.01,0
101,2023,55,124,12.66,0,23.05,0
101,2023,55,125,12.66,0,23.08,0
101,2023,55,126,12.66,0,23.12,0
101,2023,55,127,12.66,0,23.11,0
101,2023,55,128,12.66,0,23.05,0
101,2023,55,129,12.66,0,23.02,0
101,2023,55,130,12.66,0,23.01,0
101,2023,55,131,12.66,0,23,0
101,2023,55,132,12.66,0,22.99,0
101,2023,55,133,12.66,0,22.98,0
101,2023,55,134,12.66,0,22.99,0
101,2023,55,135,12.66,0,22.98,0
101,2023,55,136,12.66,0,22.98,0
101,2023,55,137,12.66,0,22.96,0
101,2023,55,138,12.66,0,22.96,0
101,2023,55,139,12.65,0,22.95,0
101,2023,55,140,12.65,0,22.92,0
101,2023,55,141,12.66,0,22.89,0
101,2023,55,142,12.66,0,22.89,0
101,2023,55,143,12.66,0,22.88,0
101,2023,55,144,12.65,0,22.88,0
101,2023,55,145,12.65,0,22.85,0
101,2023,55,146,12.65,0,22.82,0
101,2023,55,147,12.65,0,22.78,0
101,2023,55,148,12.65,0,22.76,0
101,2023,55,149,12.65,0,22.72,0
101,2023,55,150,12.65,0,22.68,0
101,2023,55,151,12.65,0,22.66,0
101,2023,55,152,12.65,0,22.68,0
101,2023,55,153,12.65,0,22.68,0
101,2023,55,154,12.65,0,22.67,0
101,2023,55,155,12.65,0,22.67,0
101,2023,55,156,12.65,0,22.67,0
101,2023,55,157,12.65,0,22.67,0
101,2023,55,158,12.65,0,22.67,0
101,2023,55,159,12.65,0,22.67,0
101,2023,55,200,12.65,0,22.66,0
101,2023,55,201,12.65,0,22.66,0
101,2023,55,202,12.65,0,22.64,0
101,2023,55,203,12.65,0,22.66,0
101,2023,55,204,12.65,0,22.64,0
101,2023,55,205,12.65,0,22.63,0
101,2023,55,206,12.65,0,22.65,0
101,2023,55,207,12.65,0,22.68,0
101,2023,55,208,12.65,0,22.69,0
101,2023,55,209,12.65,0,22.68,0
101,2023,55,210,12.65,0,22.67,0
101,2023,55,211,12.65,0,22.68,0
101,2023,55,212,12.65,0,22.69,0
101,2023,55,213,12.65,0,22.69,0
101,2023,55,214,12.65,0,22.68,0
101,2023,55,215,12.65,0,22.69,0
101,2023,55,216,12.65,0,22.69,0
101,2023,55,217,12.65,0,22.67,0
101,2023,55,218,12.64,0,22.68,0
101,2023,55,219,12.64,0,22.67,0
101,2023,55,220,12.64,0,22.67,0
101,2023,55,221,12.64,0,22.67,0
101,2023,55,222,12.64,0,22.67,0
101,2023,55,223,12.64,0,22.7,0
101,2023,55,224,12.64,0,22.7,0
101,2023,55,225,12.64,0,22.71,0
101,2023,55,226,12.64,0,22.68,0
101,2023,55,227,12.64,0,22.66,0
101,2023,55,228,12.64,0,22.65,0
101,2023,55,229,12.64,0,22.67,0
101,2023,55,230,12.64,0,22.68,0
101,2023,55,231,12.64,0,22.67,0
101,2023,55,232,12.64,0,22.66,0
101,2023,55,233,12.64,0,22.65,0
101,2023,55,234,12.64,0,22.63,0
101,2023,55,235,12.64,0,22.63,0
101,2023,55,236,12.64,0,22.65,0
101,2023,55,237,12.64,0,22.64,0
101,2023,55,238,12.64,0,22.64,0
101,2023,55,239,12.64,0,22.66,0
101,2023,55,240,12.63,0,22.66,0
101,2023,55,241,12.64,0,22.67,0
101,2023,55,242,12.64,0,22.66,0
101,2023,55,243,12.64,0,22.66,0
101,2023,55,244,12.64,0,22.67,0
101,2023,55,245,12.64,0,22.67,0
101,2023,55,246,12.64,0,22.69,0
101,2023,55,247,12.64,0,22.69,0
101,2023,55,248,12.64,0,22.69,0
101,2023,55,249,12.64,0,22.69,0
101,2023,55,250,12.63,0,22.68,0
101,2023,55,251,12.63,0,22.69,0
101,2023,55,252,12.63,0,22.69,0
101,2023,55,253,12.63,0,22.69,0
101,2023,55,254,12.63,0,22.69,0
101,2023,55,255,12.63,0,22.69,0
101,2023,55,256,12.63,0,22.69,0
101,2023,55,257,12.63,0,22.7,0
101,2023,55,258,12.63,0,22.7,0
101,2023,55,259,12.63,0,22.7,0
101,2023,55,300,12.63,0,22.7,0
101,2023,55,301,12.63,0,22.72,0
101,2023,55,302,12.63,0,22.74,0
101,2023,55,303,12.63,0,22.72,0
101,2023,55,304,12.63,0,22.72,0
101,2023,55,305,12.63,0,22.72,0
101,2023,55,306,12.63,0,22.71,0
101,2023,55,307,12.63,0,22.7,0
101,2023,55,308,12.63,0,22.69,0
101,2023,55,309,12.63,0,22.68,0
101,2023,55,310,12.63,0,22.68,0
101,2023,55,311,12.63,0,22.72,0
101,2023,55,312,12.63,0,22.76,0
101,2023,55,313,12.63,0,22.77,0
101,2023,55,314,12.63,0,22.77,0
101,2023,55,315,12.63,0,22.79,0
101,2023,55,316,12.63,0,22.8,0
101,2023,55,317,12.63,0,22.81,0
101,2023,55,318,12.63,0,22.82,0
101,2023,55,319,12.62,0,22.82,0
101,2023,55,320,12.62,0,22.81,0
101,2023,55,321,12.62,0,22.82,0
101,2023,55,322,12.62,0,22.82,0
101,2023,55,323,12.62,0,22.83,0
101,2023,55,324,12.62,0,22.83,0
101,2023,55,325,12.62,0,22.81,0
101,2023,55,326,12.62,0,22.81,0
101,2023,55,327,12.62,0,22.83,0
101,2023,55,328,12.62,0,22.85,0
101,2023,55,329,12.62,0,22.86,0
101,2023,55,330,12.62,0,22.87,0
101,2023,55,331,12.62,0,22.9,0
101,2023,55,332,12.62,0,22.92,0
