a,b,dia_juliano,d,e,f,g,h
101,2023,12,530,12.69,19.71,21.3,0
101,2023,12,531,12.7,19.68,21.3,0
101,2023,12,532,12.71,19.57,21.3,0
101,2023,12,533,12.72,19.82,21.29,0
101,2023,12,534,12.73,20.3,21.29,0
101,2023,12,535,12.75,21.06,21.29,0
101,2023,12,536,12.77,22.64,21.3,0
101,2023,12,537,12.8,25.46,21.3,0
101,2023,12,538,12.83,28.7,21.3,0
101,2023,12,539,12.87,31.52,21.28,0
101,2023,12,540,12.92,35.22,21.28,0
101,2023,12,541,12.97,41.08,21.29,0
101,2023,12,542,13.04,46.69,21.32,0
101,2023,12,543,13.11,55.41,21.35,0
101,2023,12,544,13.19,63.67,21.38,0
101,2023,12,545,13.25,67.65,21.41,0
101,2023,12,546,13.25,68.29,21.44,0
101,2023,12,547,13.26,68.8,21.48,0
101,2023,12,548,13.26,71.2,21.52,0
101,2023,12,549,13.26,75.3,21.57,0
101,2023,12,550,13.26,82.9,21.62,0
101,2023,12,551,13.26,94.4,21.67,0
101,2023,12,552,13.26,102.2,21.78,0
101,2023,12,553,13.26,106.1,21.92,0
101,2023,12,554,13.26,110.9,22,0
101,2023,12,555,13.26,110.8,21.98,0
101,2023,12,556,13.26,107.3,21.98,0
101,2023,12,557,13.26,109.3,22.02,0
101,2023,12,558,13.26,114.3,22.12,0
101,2023,12,559,13.26,121,22.24,0
101,2023,12,600,13.26,122.9,22.34,0
101,2023,12,601,13.26,121.6,22.44,0
101,2023,12,602,13.26,118.6,22.56,0
101,2023,12,603,13.26,106.8,22.68,0
101,2023,12,604,13.26,87.6,22.75,0
101,2023,12,605,13.26,83.3,22.73,0
101,2023,12,606,13.26,112.4,22.81,0
101,2023,12,607,13.26,120.2,22.91,0
101,2023,12,608,13.25,99.3,23.02,0
101,2023,12,609,13.25,69.7,23.05,0
101,2023,12,610,13.25,67.19,22.9,0
101,2023,12,611,13.25,69.96,22.93,0
101,2023,12,612,13.25,72.8,22.96,0
101,2023,12,613,13.25,72.1,23.02,0
101,2023,12,614,13.25,72.8,23.04,0
101,2023,12,615,13.25,96.3,23.11,0
