a,b,dia_juliano,d,e,f,g,h
101,2022,313,2400,12.77,0,22.76,0
101,2022,313,1,12.77,0,22.76,0
101,2022,313,2,12.77,0,22.77,0
101,2022,313,3,12.77,0,22.78,0
101,2022,313,4,12.77,0,22.79,0
101,2022,313,5,12.77,0,22.79,0
101,2022,313,6,12.77,0,22.8,0
101,2022,313,7,12.77,0,22.81,0
101,2022,313,8,12.77,0,22.81,0
101,2022,313,9,12.77,0,22.81,0
101,2022,313,10,12.77,0,22.81,0
101,2022,313,11,12.77,0,22.83,0
101,2022,313,12,12.77,0,22.83,0
101,2022,313,13,12.77,0,22.82,0
101,2022,313,14,12.77,0,22.81,0
101,2022,313,15,12.77,0,22.81,0
101,2022,313,16,12.77,0,22.81,0
101,2022,313,17,12.77,0,22.81,0
101,2022,313,18,12.77,0,22.79,0
101,2022,313,19,12.77,0,22.78,0
101,2022,313,20,12.77,0,22.77,0
101,2022,313,21,12.77,0,22.76,0
101,2022,313,22,12.77,0,22.76,0
101,2022,313,23,12.77,0,22.76,0
101,2022,313,24,12.77,0,22.76,0
101,2022,313,25,12.77,0,22.76,0
101,2022,313,26,12.77,0,22.75,0
101,2022,313,27,12.77,0,22.76,0
101,2022,313,28,12.77,0,22.76,0
101,2022,313,29,12.77,0,22.75,0
101,2022,313,30,12.77,0,22.74,0
101,2022,313,31,12.77,0,22.74,0
101,2022,313,32,12.77,0,22.75,0
101,2022,313,33,12.77,0,22.75,0
101,2022,313,34,12.77,0,22.76,0
101,2022,313,35,12.77,0,22.76,0
101,2022,313,36,12.77,0,22.76,0
101,2022,313,37,12.77,0,22.76,0
101,2022,313,38,12.77,0,22.76,0
101,2022,313,39,12.77,0,22.76,0
101,2022,313,40,12.77,0,22.76,0
101,2022,313,41,12.77,0,22.76,0
101,2022,313,42,12.77,0,22.76,0
101,2022,313,43,12.76,0,22.77,0
101,2022,313,44,12.77,0,22.77,0
101,2022,313,45,12.77,0,22.77,0
101,2022,313,46,12.77,0,22.78,0
101,2022,313,47,12.76,0,22.77,0
101,2022,313,48,12.76,0,22.76,0
101,2022,313,49,12.77,0,22.76,0
101,2022,313,50,12.77,0,22.75,0
101,2022,313,51,12.76,0,22.75,0
101,2022,313,52,12.76,0,22.74,0
101,2022,313,53,12.76,0,22.74,0
101,2022,313,54,12.76,0,22.74,0
101,2022,313,55,12.76,0,22.73,0
101,2022,313,56,12.76,0,22.74,0
101,2022,313,57,12.76,0,22.73,0
101,2022,313,58,12.76,0,22.72,0
101,2022,313,59,12.76,0,22.72,0
101,2022,313,100,12.76,0,22.7,0
101,2022,313,101,12.76,0,22.69,0
101,2022,313,102,12.76,0,22.67,0
101,2022,313,103,12.76,0,22.67,0
101,2022,313,104,12.76,0,22.65,0
101,2022,313,105,12.76,0,22.63,0
101,2022,313,106,12.76,0,22.62,0
101,2022,313,107,12.76,0,22.62,0
101,2022,313,108,12.76,0,22.63,0
101,2022,313,109,12.76,0,22.61,0
101,2022,313,110,12.76,0,22.6,0
101,2022,313,111,12.76,0,22.62,0
101,2022,313,112,12.76,0,22.61,0
101,2022,313,113,12.76,0,22.62,0
101,2022,313,114,12.76,0,22.6,0
101,2022,313,115,12.76,0,22.59,0
101,2022,313,116,12.76,0,22.58,0
101,2022,313,117,12.76,0,22.57,0
101,2022,313,118,12.76,0,22.57,0
101,2022,313,119,12.76,0,22.57,0
101,2022,313,120,12.76,0,22.58,0
101,2022,313,121,12.76,0,22.58,0
101,2022,313,122,12.76,0,22.57,0
101,2022,313,123,12.76,0,22.57,0
101,2022,313,124,12.76,0,22.57,0
101,2022,313,125,12.76,0,22.55,0
101,2022,313,126,12.76,0,22.55,0
101,2022,313,127,12.76,0,22.55,0
101,2022,313,128,12.76,0,22.54,0
101,2022,313,129,12.76,0,22.52,0
101,2022,313,130,12.76,0,22.52,0
101,2022,313,131,12.76,0,22.51,0
101,2022,313,132,12.75,0,22.5,0
101,2022,313,133,12.75,0,22.49,0
101,2022,313,134,12.75,0,22.47,0
101,2022,313,135,12.76,0,22.44,0
101,2022,313,136,12.75,0,22.43,0
101,2022,313,137,12.76,0,22.42,0
101,2022,313,138,12.75,0,22.42,0
101,2022,313,139,12.75,0,22.4,0
101,2022,313,140,12.75,0,22.4,0
101,2022,313,141,12.75,0,22.39,0
101,2022,313,142,12.75,0,22.39,0
101,2022,313,143,12.75,0,22.38,0
101,2022,313,144,12.75,0,22.37,0
