a,b,dia_juliano,d,e,f,g,h
101,2022,311,530,12.73,6.849,22.37,0
101,2022,311,531,12.73,7.05,22.37,0
101,2022,311,532,12.73,6.989,22.37,0
101,2022,311,533,12.73,6.905,22.37,0
101,2022,311,534,12.73,7.1,22.37,0
101,2022,311,535,12.73,7.1,22.38,0
101,2022,311,536,12.73,7.3,22.37,0
101,2022,311,537,12.73,7.72,22.37,0
101,2022,311,538,12.73,8,22.35,0
101,2022,311,539,12.73,8.46,22.35,0
101,2022,311,540,12.73,8.46,22.35,0
101,2022,311,541,12.73,8.82,22.35,0
101,2022,311,542,12.73,9.13,22.35,0
101,2022,311,543,12.73,9.13,22.35,0
101,2022,311,544,12.73,9.13,22.35,0
101,2022,311,545,12.73,9.13,22.35,0
101,2022,311,546,12.73,9.55,22.37,0
101,2022,311,547,12.72,9.81,22.38,0
101,2022,311,548,12.72,9.84,22.38,0
101,2022,311,549,12.73,10.34,22.35,0
101,2022,311,550,12.72,10.48,22.34,0
101,2022,311,551,12.72,10.85,22.35,0
101,2022,311,552,12.72,11.16,22.35,0
101,2022,311,553,12.72,11.72,22.35,0
101,2022,311,554,12.72,12.29,22.36,0
101,2022,311,555,12.72,12.94,22.36,0
101,2022,311,556,12.72,13.61,22.36,0
101,2022,311,557,12.73,14.37,22.36,0
101,2022,311,558,12.73,14.99,22.37,0
101,2022,311,559,12.73,15.84,22.38,0
101,2022,311,600,12.73,16.6,22.37,0
101,2022,311,601,12.73,17.45,22.37,0
101,2022,311,602,12.74,18.23,22.37,0
101,2022,311,603,12.74,19.05,22.37,0
101,2022,311,604,12.75,19.9,22.38,0
101,2022,311,605,12.75,20.74,22.38,0
101,2022,311,606,12.76,21.67,22.38,0
101,2022,311,607,12.77,22.69,22.38,0
101,2022,311,608,12.77,23.73,22.4,0
101,2022,311,609,12.78,24.94,22.4,0
101,2022,311,610,12.79,26.15,22.41,0
101,2022,311,611,12.8,27.48,22.42,0
101,2022,311,612,12.81,28.94,22.41,0
101,2022,311,613,12.83,30.61,22.43,0
101,2022,311,614,12.84,32.16,22.43,0
101,2022,311,615,12.85,33.82,22.44,0
101,2022,311,616,12.87,35.17,22.44,0
101,2022,311,617,12.88,36.19,22.43,0
101,2022,311,618,12.9,36.78,22.43,0
101,2022,311,619,12.91,36.53,22.44,0
101,2022,311,620,12.92,35.51,22.44,0
101,2022,311,621,12.93,34.16,22.46,0
101,2022,311,622,12.94,32.64,22.47,0
101,2022,311,623,12.95,31.34,22.48,0
101,2022,311,624,12.95,30.41,22.48,0
101,2022,311,625,12.96,30.1,22.47,0
101,2022,311,626,12.96,30.49,22.48,0
101,2022,311,627,12.97,31.48,22.49,0
101,2022,311,628,12.98,33.31,22.5,0
101,2022,311,629,12.99,35.62,22.5,0
101,2022,311,630,13.01,38.36,22.5,0
101,2022,311,631,13.02,41.23,22.52,0
101,2022,311,632,13.05,44.53,22.5,0
101,2022,311,633,13.07,48.5,22.49,0
101,2022,311,634,13.1,52.93,22.51,0
101,2022,311,635,13.12,57.66,22.52,0
101,2022,311,636,13.16,62.31,22.51,0
101,2022,311,637,13.19,67.41,22.52,0
101,2022,311,638,13.23,71.7,22.52,0
101,2022,311,639,13.25,75.8,22.53,0
101,2022,311,640,13.25,79,22.55,0
101,2022,311,641,13.26,81.5,22.56,0
101,2022,311,642,13.26,84,22.57,0
101,2022,311,643,13.26,86.6,22.57,0
101,2022,311,644,13.26,90.3,22.61,0
101,2022,311,645,13.26,92.9,22.62,0
101,2022,311,646,13.26,96.3,22.64,0
101,2022,311,647,13.26,100.6,22.64,0
101,2022,311,648,13.26,104.1,22.6,0
101,2022,311,649,13.26,109.6,22.64,0
101,2022,311,650,13.26,113.4,22.66,0
101,2022,311,651,13.26,117.9,22.65,0
101,2022,311,652,13.26,122.4,22.61,0
101,2022,311,653,13.26,126.2,22.59,0
101,2022,311,654,13.26,131.1,22.6,0
101,2022,311,655,13.26,136.3,22.63,0
101,2022,311,656,13.26,140.3,22.66,0
101,2022,311,657,13.26,146.3,22.72,0
101,2022,311,658,13.26,151.5,22.71,0
101,2022,311,659,13.26,156.7,22.75,0
101,2022,311,700,13.26,159.7,22.7,0
101,2022,311,701,13.26,164.5,22.73,0
101,2022,311,702,13.26,171.6,22.8,0
101,2022,311,703,13.26,177,22.77,0
101,2022,311,704,13.26,178.6,22.78,0
101,2022,311,705,13.26,179.5,22.78,0
101,2022,311,706,13.26,183.2,22.8,0
101,2022,311,707,13.26,184.9,22.85,0
101,2022,311,708,13.26,185.8,22.86,0
101,2022,311,709,13.26,184.8,22.87,0
101,2022,311,710,13.26,186.7,22.9,0
101,2022,311,711,13.26,187.8,22.94,0
101,2022,311,712,13.26,187.2,22.94,0
101,2022,311,713,13.26,194.3,22.95,0
101,2022,311,714,13.25,196,22.94,0
101,2022,311,715,13.26,192.7,23.02,0
101,2022,311,716,13.26,194.1,23.08,0
101,2022,311,717,13.25,190.2,23.12,0
101,2022,311,718,13.25,190.1,23.14,0
101,2022,311,719,13.25,190.2,23.15,0
101,2022,311,720,13.25,195.4,23.16,0
101,2022,311,721,13.25,208.5,23.18,0
101,2022,311,722,13.25,216.5,23.12,0
101,2022,311,723,13.25,212,23.18,0
101,2022,311,724,13.25,196.3,23.25,0
101,2022,311,725,13.25,197.9,23.34,0
101,2022,311,726,13.25,201.6,23.38,0
101,2022,311,727,13.25,200.9,23.34,0
101,2022,311,728,13.25,224.9,23.27,0
101,2022,311,729,13.25,244.7,23.31,0
101,2022,311,730,13.25,255.6,23.38,0
101,2022,311,731,13.25,263.2,23.42,0
101,2022,311,732,13.25,265.9,23.43,0
101,2022,311,733,13.25,261.1,23.5,0
101,2022,311,734,13.24,250.1,23.45,0
101,2022,311,735,13.24,241.8,23.47,0
101,2022,311,736,13.24,241.6,23.45,0
101,2022,311,737,13.24,241.5,23.49,0
101,2022,311,738,13.24,244.5,23.5,0
101,2022,311,739,13.24,251.7,23.5,0
101,2022,311,740,13.24,265.4,23.52,0
101,2022,311,741,13.24,277.3,23.56,0
101,2022,311,742,13.24,284.1,23.61,0
101,2022,311,743,13.24,281.5,23.65,0
101,2022,311,744,13.23,276.4,23.72,0
101,2022,311,745,13.24,279.3,23.76,0
101,2022,311,746,13.24,274.5,23.75,0
101,2022,311,747,13.23,269.4,23.82,0
101,2022,311,748,13.24,258.1,23.86,0
101,2022,311,749,13.24,250.7,23.91,0
101,2022,311,750,13.24,257.4,23.94,0
101,2022,311,751,13.23,257.8,23.89,0
101,2022,311,752,13.23,248.2,23.89,0
101,2022,311,753,13.23,230.1,23.86,0
101,2022,311,754,13.23,213.7,23.87,0
101,2022,311,755,13.23,213,23.93,0
101,2022,311,756,13.23,226.2,23.95,0
101,2022,311,757,13.23,233.2,23.95,0
101,2022,311,758,13.23,228.5,24,0
101,2022,311,759,13.23,234.3,24.02,0
101,2022,311,800,13.23,238.4,23.91,0
101,2022,311,801,13.23,228.1,23.9,0
101,2022,311,802,13.23,231.4,23.89,0
101,2022,311,803,13.23,251,23.92,0
101,2022,311,804,13.23,270.8,24.01,0
101,2022,311,805,13.23,272.4,24.06,0
101,2022,311,806,13.23,299.5,24.11,0
101,2022,311,807,13.23,307.9,24.08,0
101,2022,311,808,13.23,290.9,24.07,0
101,2022,311,809,13.23,280.2,24.07,0
101,2022,311,810,13.23,284.3,24.12,0
101,2022,311,811,13.23,306,24.15,0
101,2022,311,812,13.23,326.7,24.19,0
101,2022,311,813,13.23,333.4,24.18,0
101,2022,311,814,13.23,340,24.22,0
101,2022,311,815,13.23,344.9,24.25,0
101,2022,311,816,13.23,364.8,24.26,0
101,2022,311,817,13.23,389,24.32,0
101,2022,311,818,13.23,388.6,24.4,0
101,2022,311,819,13.23,405.9,24.39,0
101,2022,311,820,13.22,415.4,24.32,0
101,2022,311,821,13.22,448.8,24.32,0
101,2022,311,822,13.22,428.6,24.38,0
101,2022,311,823,13.22,418.3,24.44,0
101,2022,311,824,13.22,436.5,24.47,0
101,2022,311,825,13.22,495.8,24.48,0
101,2022,311,826,13.22,555.7,24.56,0
101,2022,311,827,13.22,616.6,24.63,0
101,2022,311,828,13.22,609.8,24.77,0
101,2022,311,829,13.22,538.1,24.9,0
101,2022,311,830,13.22,587.2,24.84,0
101,2022,311,831,13.21,659.9,24.73,0
101,2022,311,832,13.21,550,24.78,0
101,2022,311,833,13.21,611.9,24.74,0
101,2022,311,834,13.21,559.4,24.8,0
101,2022,311,835,13.21,573.2,24.88,0
101,2022,311,836,13.21,711,24.92,0
101,2022,311,837,13.21,771,25.04,0
101,2022,311,838,13.21,743,25.12,0
101,2022,311,839,13.21,632.8,25.24,0
101,2022,311,840,13.21,756,25.36,0
101,2022,311,841,13.21,843,25.45,0
101,2022,311,842,13.21,768,25.53,0
101,2022,311,843,13.2,853,25.64,0
101,2022,311,844,13.2,882,25.87,0
101,2022,311,845,13.2,796,25.85,0
101,2022,311,846,13.2,707,25.59,0
101,2022,311,847,13.2,739,25.64,0
101,2022,311,848,13.19,701,25.72,0
101,2022,311,849,13.19,611.6,25.81,0
101,2022,311,850,13.19,595.1,25.83,0
101,2022,311,851,13.19,519.1,25.7,0
101,2022,311,852,13.19,452,25.6,0
101,2022,311,853,13.19,426.4,25.61,0
101,2022,311,854,13.19,425,25.67,0
101,2022,311,855,13.19,433.2,25.79,0
101,2022,311,856,13.19,432.4,25.94,0
101,2022,311,857,13.19,419.7,26.04,0
101,2022,311,858,13.19,401.6,26.04,0
101,2022,311,859,13.19,389.3,26.13,0
101,2022,311,900,13.19,401.8,26.08,0
101,2022,311,901,13.19,425.2,26.19,0
101,2022,311,902,13.19,439.2,26.18,0
101,2022,311,903,13.19,446.1,26.19,0
101,2022,311,904,13.19,447.2,26.27,0
101,2022,311,905,13.19,439.5,26.26,0
101,2022,311,906,13.19,443.2,26.3,0
101,2022,311,907,13.19,427.3,26.3,0
101,2022,311,908,13.19,403.4,26.2,0
101,2022,311,909,13.19,391.1,26.17,0
101,2022,311,910,13.19,384.6,26.14,0
101,2022,311,911,13.19,386.8,26.16,0
101,2022,311,912,13.19,408,26.13,0
101,2022,311,913,13.19,430.5,26.07,0
101,2022,311,914,13.19,449.8,26.04,0
101,2022,311,915,13.19,487.2,26.02,0
101,2022,311,916,13.19,546.6,26.02,0
101,2022,311,917,13.19,539.6,26.12,0
101,2022,311,918,13.19,512.2,26.08,0
101,2022,311,919,13.19,524.4,26.18,0
101,2022,311,920,13.19,516.3,26.26,0
101,2022,311,921,13.19,502.1,26.29,0
101,2022,311,922,13.18,506.6,26.28,0
101,2022,311,923,13.19,515.6,26.32,0
101,2022,311,924,13.19,488.4,26.32,0
101,2022,311,925,13.19,463.7,26.23,0
101,2022,311,926,13.19,456.7,26.26,0
101,2022,311,927,13.19,450,26.29,0
101,2022,311,928,13.19,447.1,26.27,0
101,2022,311,929,13.19,455.7,26.22,0
101,2022,311,930,13.19,473.6,26.13,0
101,2022,311,931,13.19,484,26.01,0
101,2022,311,932,13.19,503.6,26.03,0
101,2022,311,933,13.19,520.6,26.11,0
101,2022,311,934,13.19,529.7,26.15,0
101,2022,311,935,13.19,532.6,26.24,0
101,2022,311,936,13.19,536.9,26.33,0
101,2022,311,937,13.19,542.5,26.27,0
101,2022,311,938,13.18,547.9,26.1,0
