a,b,dia_juliano,d,e,f,g,h
101,2022,354,531,13.13,34.63,21.56,0.0
101,2022,354,532,13.17,40.18,21.58,0.0
101,2022,354,533,13.22,50.02,21.59,0.0
101,2022,354,534,13.26,56.87,21.59,0.0
101,2022,354,535,13.27,60.0,21.61,0.0
101,2022,354,536,13.27,62.34,21.58,0.0
101,2022,354,537,13.27,64.8,21.6,0.0
101,2022,354,538,13.28,66.94,21.61,0.0
101,2022,354,539,13.28,69.28,21.61,0.0
101,2022,354,540,13.28,71.7,21.64,0.0
101,2022,354,541,13.28,73.8,21.68,0.0
101,2022,354,542,13.28,75.8,21.71,0.0
101,2022,354,543,13.28,78.2,21.75,0.0
101,2022,354,544,13.28,80.4,21.79,0.0
101,2022,354,545,13.28,82.6,21.84,0.0
101,2022,354,546,13.28,84.6,21.89,0.0
101,2022,354,547,13.27,86.5,21.95,0.0
101,2022,354,548,13.27,88.3,22.01,0.0
101,2022,354,549,13.27,90.1,22.09,0.0
101,2022,354,550,13.27,91.9,22.16,0.0
101,2022,354,551,13.27,94.0,22.22,0.0
101,2022,354,552,13.27,95.9,22.29,0.0
101,2022,354,553,13.27,98.0,22.37,0.0
101,2022,354,554,13.27,100.2,22.45,0.0
101,2022,354,555,13.27,103.0,22.51,0.0
101,2022,354,556,13.27,105.8,22.58,0.0
101,2022,354,557,13.27,108.8,22.65,0.0
101,2022,354,558,13.27,111.7,22.7,0.0
101,2022,354,559,13.27,114.7,22.75,0.0
101,2022,354,600,13.27,117.5,22.85,0.0
101,2022,354,601,13.27,121.0,22.86,0.0
101,2022,354,602,13.26,124.5,22.97,0.0
101,2022,354,603,13.26,128.2,23.03,0.0
101,2022,354,604,13.26,132.2,23.06,0.0
101,2022,354,605,13.26,136.2,23.12,0.0
101,2022,354,606,13.26,140.2,23.18,0.0
101,2022,354,607,13.26,144.2,23.26,0.0
101,2022,354,608,13.26,148.1,23.32,0.0
101,2022,354,609,13.26,151.6,23.38,0.0
101,2022,354,610,13.26,154.3,23.47,0.0
101,2022,354,611,13.26,156.7,23.55,0.0
101,2022,354,612,13.26,159.8,23.57,0.0
101,2022,354,613,13.26,163.2,23.66,0.0
101,2022,354,614,13.25,165.7,23.68,0.0
101,2022,354,615,13.25,168.4,23.77,0.0
101,2022,354,616,13.25,170.2,23.74,0.0
101,2022,354,617,13.25,171.3,23.78,0.0
101,2022,354,618,13.25,172.5,23.85,0.0
101,2022,354,619,13.24,175.9,23.9,0.0
101,2022,354,620,13.24,179.3,23.98,0.0
101,2022,354,621,13.24,182.5,24.0,0.0
101,2022,354,622,13.24,190.9,24.03,0.0
101,2022,354,623,13.24,204.2,24.04,0.0
101,2022,354,624,13.24,211.4,24.13,0.0
101,2022,354,625,13.24,210.4,24.15,0.0
101,2022,354,626,13.24,208.9,24.19,0.0
101,2022,354,627,13.24,209.8,24.28,0.0
101,2022,354,628,13.23,211.5,24.3,0.0
101,2022,354,629,13.23,215.1,24.27,0.0
101,2022,354,630,13.23,219.9,24.31,0.0
101,2022,354,631,13.23,224.3,24.38,0.0
101,2022,354,632,13.23,228.6,24.49,0.0
101,2022,354,633,13.23,232.5,24.55,0.0
101,2022,354,634,13.23,238.0,24.53,0.0
101,2022,354,635,13.22,243.3,24.51,0.0
101,2022,354,636,13.22,251.8,24.56,0.0
101,2022,354,637,13.22,265.1,24.54,0.0
101,2022,354,638,13.22,283.2,24.56,0.0
101,2022,354,639,13.22,288.3,24.59,0.0
101,2022,354,640,13.22,285.5,24.71,0.0
101,2022,354,641,13.22,279.6,24.75,0.0
101,2022,354,642,13.21,273.7,24.75,0.0
101,2022,354,643,13.21,272.3,24.75,0.0
101,2022,354,644,13.21,273.0,24.71,0.0
101,2022,354,645,13.21,274.9,24.73,0.0
101,2022,354,646,13.21,275.8,24.74,0.0
101,2022,354,647,13.21,278.9,24.81,0.0
101,2022,354,648,13.2,282.1,24.97,0.0
101,2022,354,649,13.2,284.2,25.06,0.0
101,2022,354,650,13.2,288.5,25.09,0.0
101,2022,354,651,13.2,292.7,24.97,0.0
101,2022,354,652,13.2,295.6,25.01,0.0
101,2022,354,653,13.2,299.9,25.11,0.0
101,2022,354,654,13.2,304.3,25.04,0.0
101,2022,354,655,13.2,307.9,25.02,0.0
101,2022,354,656,13.2,312.5,25.13,0.0
101,2022,354,657,13.2,315.9,25.28,0.0
101,2022,354,658,13.19,318.7,25.35,0.0
101,2022,354,659,13.19,322.5,25.25,0.0
101,2022,354,700,13.19,327.2,25.39,0.0
101,2022,354,701,13.19,330.6,25.53,0.0
101,2022,354,702,13.19,334.2,25.57,0.0
101,2022,354,703,13.18,337.2,25.46,0.0
101,2022,354,704,13.18,341.6,25.46,0.0
101,2022,354,705,13.18,346.1,25.5,0.0
101,2022,354,706,13.18,351.4,25.5,0.0
101,2022,354,707,13.18,355.2,25.39,0.0
101,2022,354,708,13.18,359.6,25.44,0.0
101,2022,354,709,13.18,364.3,25.52,0.0
101,2022,354,710,13.18,368.8,25.65,0.0
101,2022,354,711,13.17,373.6,25.64,0.0
101,2022,354,712,13.18,377.1,25.72,0.0
101,2022,354,713,13.17,380.9,25.73,0.0
101,2022,354,714,13.18,385.9,25.76,0.0
101,2022,354,715,13.18,390.3,25.86,0.0
101,2022,354,716,13.17,394.5,25.88,0.0
101,2022,354,717,13.17,396.6,25.87,0.0
101,2022,354,718,13.17,400.4,25.81,0.0
101,2022,354,719,13.17,405.9,25.76,0.0
101,2022,354,720,13.17,409.1,25.88,0.0
101,2022,354,721,13.17,407.7,26.08,0.0
101,2022,354,722,13.17,412.9,26.04,0.0
101,2022,354,723,13.17,418.9,25.99,0.0
101,2022,354,724,13.17,418.1,26.03,0.0
101,2022,354,725,13.16,414.8,26.13,0.0
101,2022,354,726,13.16,403.8,26.19,0.0
101,2022,354,727,13.16,425.0,26.26,0.0
