a,b,dia_juliano,d,e,f,g,h
101,2023,16,2400,12.69,0,22.33,0
101,2023,16,1,12.69,0,22.31,0
101,2023,16,2,12.7,0,22.29,0
101,2023,16,3,12.69,0,22.28,0
101,2023,16,4,12.69,0,22.25,0
101,2023,16,5,12.69,0,22.22,0
101,2023,16,6,12.69,0,22.2,0
101,2023,16,7,12.69,0,22.16,0
101,2023,16,8,12.69,0,22.13,0
101,2023,16,9,12.69,0,22.12,0
101,2023,16,10,12.69,0,22.12,0
101,2023,16,11,12.69,0,22.11,0
101,2023,16,12,12.69,0,22.09,0
101,2023,16,13,12.69,0,22.07,0
101,2023,16,14,12.7,0,22.05,0
101,2023,16,15,12.69,0,22.02,0
101,2023,16,16,12.69,0,21.94,0
101,2023,16,17,12.69,0,21.88,0
101,2023,16,18,12.7,0,21.85,0
101,2023,16,19,12.69,0,21.88,0
101,2023,16,20,12.69,0,21.91,0
101,2023,16,21,12.69,0,21.92,0
101,2023,16,22,12.69,0,21.91,0
101,2023,16,23,12.69,0,21.9,0
101,2023,16,24,12.69,0,21.88,0
101,2023,16,25,12.69,0,21.88,0
101,2023,16,26,12.69,0,21.88,0
101,2023,16,27,12.69,0,21.89,0
101,2023,16,28,12.69,0,21.92,0
101,2023,16,29,12.69,0,21.92,0
101,2023,16,30,12.69,0,21.91,0
101,2023,16,31,12.69,0,21.9,0
101,2023,16,32,12.69,0,21.88,0
101,2023,16,33,12.69,0,21.88,0
101,2023,16,34,12.69,0,21.88,0
101,2023,16,35,12.69,0,21.89,0
101,2023,16,36,12.69,0,21.88,0
101,2023,16,37,12.69,0,21.88,0
101,2023,16,38,12.69,0,21.87,0
101,2023,16,39,12.69,0,21.87,0
101,2023,16,40,12.69,0,21.86,0
101,2023,16,41,12.69,0,21.86,0
101,2023,16,42,12.69,0,21.84,0
101,2023,16,43,12.69,0,21.83,0
101,2023,16,44,12.69,0,21.85,0
101,2023,16,45,12.69,0,21.85,0
101,2023,16,46,12.69,0,21.84,0
101,2023,16,47,12.69,0,21.83,0
101,2023,16,48,12.69,0,21.81,0
101,2023,16,49,12.68,0,21.8,0
101,2023,16,50,12.68,0,21.8,0
101,2023,16,51,12.69,0,21.81,0
101,2023,16,52,12.69,0,21.81,0
101,2023,16,53,12.68,0,21.79,0
101,2023,16,54,12.68,0,21.78,0
101,2023,16,55,12.68,0,21.77,0
101,2023,16,56,12.68,0,21.74,0
101,2023,16,57,12.68,0,21.73,0
101,2023,16,58,12.68,0,21.73,0
101,2023,16,59,12.68,0,21.71,0
101,2023,16,100,12.68,0,21.68,0
101,2023,16,101,12.68,0,21.67,0
101,2023,16,102,12.68,0,21.66,0
101,2023,16,103,12.68,0,21.65,0
101,2023,16,104,12.68,0,21.72,0
101,2023,16,105,12.68,0,21.76,0
101,2023,16,106,12.68,0,21.75,0
101,2023,16,107,12.68,0,21.72,0
101,2023,16,108,12.68,0,21.74,0
101,2023,16,109,12.68,0,21.75,0
101,2023,16,110,12.68,0,21.69,0
101,2023,16,111,12.68,0,21.65,0
101,2023,16,112,12.68,0,21.62,0
101,2023,16,113,12.68,0,21.65,0
101,2023,16,114,12.68,0,21.66,0
101,2023,16,115,12.68,0,21.65,0
101,2023,16,116,12.68,0,21.67,0
101,2023,16,117,12.68,0,21.7,0
101,2023,16,118,12.68,0,21.69,0
101,2023,16,119,12.68,0,21.67,0
101,2023,16,120,12.68,0,21.72,0
101,2023,16,121,12.68,0,21.75,0
101,2023,16,122,12.68,0,21.77,0
101,2023,16,123,12.68,0,21.76,0
101,2023,16,124,12.68,0,21.77,0
101,2023,16,125,12.68,0,21.77,0
101,2023,16,126,12.68,0,21.78,0
101,2023,16,127,12.68,0,21.82,0
101,2023,16,128,12.68,0,21.8,0
101,2023,16,129,12.68,0,21.79,0
101,2023,16,130,12.68,0,21.81,0
101,2023,16,131,12.68,0,21.83,0
101,2023,16,132,12.68,0,21.82,0
101,2023,16,133,12.68,0,21.81,0
101,2023,16,134,12.68,0,21.82,0
101,2023,16,135,12.67,0,21.83,0
101,2023,16,136,12.68,0,21.82,0
101,2023,16,137,12.68,0,21.77,0
101,2023,16,138,12.67,0,21.74,0
101,2023,16,139,12.67,0,21.7,0
101,2023,16,140,12.67,0,21.76,0
101,2023,16,141,12.67,0,21.78,0
101,2023,16,142,12.67,0,21.75,0
101,2023,16,143,12.67,0,21.71,0
101,2023,16,144,12.67,0,21.66,0
101,2023,16,145,12.67,0,21.62,0
101,2023,16,146,12.67,0,21.59,0
101,2023,16,147,12.67,0,21.58,0
101,2023,16,148,12.67,0,21.61,0
101,2023,16,149,12.67,0,21.56,0
101,2023,16,150,12.67,0,21.57,0
101,2023,16,151,12.67,0,21.54,0
101,2023,16,152,12.67,0,21.55,0
101,2023,16,153,12.67,0,21.6,0
101,2023,16,154,12.67,0,21.61,0
101,2023,16,155,12.67,0,21.62,0
101,2023,16,156,12.67,0,21.58,0
101,2023,16,157,12.67,0,21.59,0
101,2023,16,158,12.67,0,21.62,0
101,2023,16,159,12.67,0,21.64,0
101,2023,16,200,12.67,0,21.66,0
101,2023,16,201,12.67,0,21.65,0
101,2023,16,202,12.67,0,21.65,0
101,2023,16,203,12.67,0,21.66,0
101,2023,16,204,12.67,0,21.68,0
101,2023,16,205,12.67,0,21.65,0
101,2023,16,206,12.67,0,21.64,0
