a,b,dia_juliano,d,e,f,g,h
101,2023,89,2400.0,12.76,0.0,23.88,0.0
101,2023,89,1.0,12.76,0.0,23.86,0.0
101,2023,89,2.0,12.76,0.0,23.83,0.0
101,2023,89,3.0,12.76,0.0,23.8,0.0
101,2023,89,4.0,12.76,0.0,23.77,0.0
101,2023,89,5.0,12.76,0.0,23.77,0.0
101,2023,89,6.0,12.76,0.0,23.78,0.0
101,2023,89,7.0,12.76,0.0,23.8,0.0
101,2023,89,8.0,12.76,0.0,23.79,0.0
101,2023,89,9.0,12.76,0.0,23.8,0.0
101,2023,89,10.0,12.76,0.0,23.8,0.0
101,2023,89,11.0,12.76,0.0,23.8,0.0
101,2023,89,12.0,12.76,0.0,23.78,0.0
101,2023,89,13.0,12.76,0.0,23.77,0.0
101,2023,89,14.0,12.76,0.0,23.78,0.0
101,2023,89,15.0,12.76,0.0,23.77,0.0
101,2023,89,16.0,12.76,0.0,23.78,0.0
101,2023,89,17.0,12.76,0.0,23.78,0.0
101,2023,89,18.0,12.76,0.0,23.78,0.0
101,2023,89,19.0,12.76,0.0,23.8,0.0
101,2023,89,20.0,12.76,0.0,23.87,0.0
101,2023,89,21.0,12.74,0.0,23.97,0.0
101,2023,89,22.0,12.72,0.0,23.96,0.0
101,2023,89,23.0,12.71,0.0,24.04,0.0
101,2023,89,24.0,12.7,0.0,24.09,0.0
101,2023,89,25.0,12.69,0.0,24.08,0.0
101,2023,89,26.0,12.69,0.0,24.02,0.0
101,2023,89,27.0,12.68,0.0,24.0,0.0
101,2023,89,28.0,12.68,0.0,23.97,0.0
101,2023,89,29.0,12.67,0.0,23.97,0.0
101,2023,89,30.0,12.67,0.0,23.93,0.0
101,2023,89,31.0,12.67,0.0,23.9,0.0
101,2023,89,32.0,12.67,0.0,23.89,0.0
101,2023,89,33.0,12.67,0.0,23.87,0.0
101,2023,89,34.0,12.67,0.0,23.85,0.0
101,2023,89,35.0,12.67,0.0,23.85,0.0
101,2023,89,36.0,12.67,0.0,23.84,0.0
101,2023,89,37.0,12.67,0.0,23.82,0.0
