a,b,dia_juliano,d,e,f,g,h
101,2023,98,2400.0,12.61,0.0,23.58,0.0
101,2023,98,1.0,12.61,0.0,23.57,0.0
101,2023,98,2.0,12.61,0.0,23.56,0.0
101,2023,98,3.0,12.61,0.0,23.57,0.0
101,2023,98,4.0,12.61,0.0,23.57,0.0
101,2023,98,5.0,12.61,0.0,23.58,0.0
101,2023,98,6.0,12.61,0.0,23.57,0.0
101,2023,98,7.0,12.61,0.0,23.57,0.0
101,2023,98,8.0,12.61,0.0,23.57,0.0
101,2023,98,9.0,12.61,0.0,23.58,0.0
101,2023,98,10.0,12.61,0.0,23.57,0.0
101,2023,98,11.0,12.61,0.0,23.56,0.0
101,2023,98,12.0,12.61,0.0,23.55,0.0
101,2023,98,13.0,12.61,0.0,23.53,0.0
101,2023,98,14.0,12.61,0.0,23.54,0.0
101,2023,98,15.0,12.61,0.0,23.56,0.0
101,2023,98,16.0,12.61,0.0,23.58,0.0
101,2023,98,17.0,12.61,0.0,23.6,0.0
101,2023,98,18.0,12.61,0.0,23.62,0.0
101,2023,98,19.0,12.61,0.0,23.67,0.0
101,2023,98,20.0,12.61,0.0,23.73,0.0
101,2023,98,21.0,12.61,0.0,23.8,0.0
101,2023,98,22.0,12.61,0.0,23.8,0.0
101,2023,98,23.0,12.61,0.0,23.84,0.0
101,2023,98,24.0,12.61,0.0,23.87,0.0
101,2023,98,25.0,12.61,0.0,23.88,0.0
101,2023,98,26.0,12.61,0.0,23.87,0.0
101,2023,98,27.0,12.61,0.0,23.84,0.0
101,2023,98,28.0,12.6,0.0,23.82,0.0
101,2023,98,29.0,12.61,0.0,23.83,0.0
101,2023,98,30.0,12.6,0.0,23.84,0.0
101,2023,98,31.0,12.6,0.0,23.86,0.0
101,2023,98,32.0,12.6,0.0,23.87,0.0
101,2023,98,33.0,12.6,0.0,23.85,0.0
101,2023,98,34.0,12.6,0.0,23.86,0.0
101,2023,98,35.0,12.6,0.0,23.86,0.0
101,2023,98,36.0,12.6,0.0,23.85,0.0
101,2023,98,37.0,12.6,0.0,23.84,0.0
101,2023,98,38.0,12.6,0.0,23.83,0.0
101,2023,98,39.0,12.6,0.0,23.83,0.0
101,2023,98,40.0,12.6,0.0,23.84,0.0
101,2023,98,41.0,12.6,0.0,23.84,0.0
101,2023,98,42.0,12.6,0.0,23.85,0.0
101,2023,98,43.0,12.6,0.0,23.85,0.0
101,2023,98,44.0,12.6,0.0,23.85,0.0
101,2023,98,45.0,12.6,0.0,23.84,0.0
101,2023,98,46.0,12.6,0.0,23.83,0.0
101,2023,98,47.0,12.6,0.0,23.81,0.0
101,2023,98,48.0,12.6,0.0,23.8,0.0
101,2023,98,49.0,12.6,0.0,23.8,0.0
101,2023,98,50.0,12.6,0.0,23.81,0.0
101,2023,98,51.0,12.6,0.0,23.8,0.0
101,2023,98,52.0,12.6,0.0,23.78,0.0
101,2023,98,53.0,12.6,0.0,23.77,0.0
101,2023,98,54.0,12.6,0.0,23.73,0.0
101,2023,98,55.0,12.6,0.0,23.7,0.0
101,2023,98,56.0,12.59,0.0,23.67,0.0
101,2023,98,57.0,12.6,0.0,23.63,0.0
101,2023,98,58.0,12.6,0.0,23.62,0.0
101,2023,98,59.0,12.6,0.0,23.63,0.0
101,2023,98,100.0,12.6,0.0,23.62,0.0
101,2023,98,101.0,12.6,0.0,23.62,0.0
101,2023,98,102.0,12.59,0.0,23.62,0.0
101,2023,98,103.0,12.6,0.0,23.61,0.0
101,2023,98,104.0,12.59,0.0,23.6,0.0
101,2023,98,105.0,12.59,0.0,23.6,0.0
101,2023,98,106.0,12.59,0.0,23.59,0.0
101,2023,98,107.0,12.59,0.0,23.58,0.0
101,2023,98,108.0,12.59,0.0,23.57,0.0
101,2023,98,109.0,12.59,0.0,23.57,0.0
101,2023,98,110.0,12.59,0.0,23.57,0.0
