a,b,dia_juliano,d,e,f,g,h
101,2023,9,2400,12.71,0,21.93,0
101,2023,9,1,12.71,0,21.97,0
101,2023,9,2,12.71,0,21.92,0
101,2023,9,3,12.71,0,21.88,0
101,2023,9,4,12.71,0,21.86,0
101,2023,9,5,12.71,0,21.86,0
101,2023,9,6,12.71,0,21.85,0
101,2023,9,7,12.71,0,21.84,0
101,2023,9,8,12.71,0,21.83,0
101,2023,9,9,12.71,0,21.82,0
101,2023,9,10,12.71,0,21.82,0
101,2023,9,11,12.71,0,21.84,0
101,2023,9,12,12.71,0,21.86,0
101,2023,9,13,12.71,0,21.88,0
101,2023,9,14,12.71,0,21.87,0
101,2023,9,15,12.71,0,21.86,0
101,2023,9,16,12.71,0,21.86,0
101,2023,9,17,12.71,0,21.85,0
101,2023,9,18,12.71,0,21.84,0
101,2023,9,19,12.71,0,21.82,0
101,2023,9,20,12.71,0,21.79,0
101,2023,9,21,12.71,0,21.77,0
101,2023,9,22,12.71,0,21.77,0
101,2023,9,23,12.71,0,21.78,0
101,2023,9,24,12.71,0,21.77,0
101,2023,9,25,12.71,0,21.78,0
101,2023,9,26,12.71,0,21.8,0
101,2023,9,27,12.71,0,21.81,0
101,2023,9,28,12.71,0,21.78,0
101,2023,9,29,12.71,0,21.74,0
101,2023,9,30,12.71,0,21.71,0
101,2023,9,31,12.71,0,21.66,0
101,2023,9,32,12.71,0,21.66,0
101,2023,9,33,12.71,0,21.69,0
101,2023,9,34,12.71,0,21.66,0
101,2023,9,35,12.71,0,21.63,0
101,2023,9,36,12.71,0,21.59,0
101,2023,9,37,12.71,0,21.45,0
101,2023,9,38,12.71,0,21.42,0
101,2023,9,39,12.71,0,21.43,0
101,2023,9,40,12.71,0,21.39,0
101,2023,9,41,12.7,0,21.33,0
101,2023,9,42,12.71,0,21.34,0
101,2023,9,43,12.71,0,21.36,0
101,2023,9,44,12.71,0,21.36,0
101,2023,9,45,12.7,0,21.37,0
101,2023,9,46,12.71,0,21.4,0
101,2023,9,47,12.7,0,21.43,0
101,2023,9,48,12.7,0,21.46,0
101,2023,9,49,12.7,0,21.48,0
101,2023,9,50,12.7,0,21.48,0
101,2023,9,51,12.7,0.028,21.5,0
101,2023,9,52,12.7,0.028,21.55,0
101,2023,9,53,12.7,0,21.62,0
101,2023,9,54,12.7,0,21.66,0
101,2023,9,55,12.7,0,21.73,0
101,2023,9,56,12.7,0,21.75,0
101,2023,9,57,12.7,0,21.77,0
101,2023,9,58,12.7,0,21.77,0
101,2023,9,59,12.7,0,21.76,0
101,2023,9,100,12.7,0,21.8,0
101,2023,9,101,12.7,0,21.83,0
101,2023,9,102,12.7,0,21.86,0
101,2023,9,103,12.7,0,21.86,0
101,2023,9,104,12.7,0,21.89,0
101,2023,9,105,12.7,0,21.9,0
101,2023,9,106,12.7,0,21.91,0
101,2023,9,107,12.7,0,21.92,0
101,2023,9,108,12.7,0,21.91,0
101,2023,9,109,12.7,0,21.93,0
101,2023,9,110,12.7,0,21.93,0
101,2023,9,111,12.7,0,21.91,0
101,2023,9,112,12.7,0,21.91,0
101,2023,9,113,12.7,0,21.91,0
101,2023,9,114,12.7,0,21.9,0
101,2023,9,115,12.7,0,21.9,0
101,2023,9,116,12.7,0,21.87,0
101,2023,9,117,12.7,0,21.78,0
101,2023,9,118,12.7,0,21.71,0
101,2023,9,119,12.7,0,21.65,0
101,2023,9,120,12.7,0,21.65,0
101,2023,9,121,12.7,0,21.65,0
101,2023,9,122,12.7,0,21.65,0
101,2023,9,123,12.7,0,21.61,0
101,2023,9,124,12.7,0,21.58,0
101,2023,9,125,12.7,0,21.59,0
101,2023,9,126,12.7,0,21.58,0
101,2023,9,127,12.7,0,21.6,0
101,2023,9,128,12.7,0,21.63,0
101,2023,9,129,12.7,0,21.69,0
101,2023,9,130,12.7,0,21.7,0
101,2023,9,131,12.7,0,21.72,0
101,2023,9,132,12.7,0,21.73,0
101,2023,9,133,12.7,0,21.72,0
101,2023,9,134,12.7,0,21.7,0
101,2023,9,135,12.7,0.028,21.67,0
101,2023,9,136,12.7,0,21.65,0
101,2023,9,137,12.7,0,21.65,0
101,2023,9,138,12.7,0,21.63,0
101,2023,9,139,12.7,0,21.62,0
101,2023,9,140,12.7,0,21.6,0
101,2023,9,141,12.7,0,21.58,0
101,2023,9,142,12.7,0,21.58,0
