a,b,dia_juliano,d,e,f,g,h
101,2023,139,2400.0,12.77,0.0,23.16,0.0
101,2023,139,1.0,12.76,0.0,23.16,0.0
101,2023,139,2.0,12.77,0.0,23.16,0.0
101,2023,139,3.0,12.76,0.0,23.16,0.0
101,2023,139,4.0,12.76,0.0,23.16,0.0
101,2023,139,5.0,12.76,0.0,23.16,0.0
101,2023,139,6.0,12.76,0.0,23.16,0.0
101,2023,139,7.0,12.76,0.0,23.16,0.0
101,2023,139,8.0,12.76,0.0,23.15,0.0
101,2023,139,9.0,12.76,0.0,23.15,0.0
101,2023,139,10.0,12.77,0.0,23.15,0.0
101,2023,139,11.0,12.76,0.0,23.15,0.0
101,2023,139,12.0,12.76,0.0,23.15,0.0
101,2023,139,13.0,12.76,0.0,23.15,0.0
101,2023,139,14.0,12.76,0.0,23.15,0.0
101,2023,139,15.0,12.76,0.0,23.15,0.0
101,2023,139,16.0,12.76,0.0,23.14,0.0
101,2023,139,17.0,12.76,0.0,23.13,0.0
101,2023,139,18.0,12.76,0.0,23.13,0.0
101,2023,139,19.0,12.76,0.0,23.11,0.0
101,2023,139,20.0,12.76,0.0,23.1,0.0
101,2023,139,21.0,12.76,0.0,23.08,0.0
101,2023,139,22.0,12.76,0.0,23.08,0.0
101,2023,139,23.0,12.76,0.0,23.06,0.0
101,2023,139,24.0,12.76,0.0,23.06,0.0
101,2023,139,25.0,12.76,0.0,23.04,0.0
101,2023,139,26.0,12.76,0.0,23.03,0.0
101,2023,139,27.0,12.76,0.0,23.02,0.0
101,2023,139,28.0,12.76,0.0,23.0,0.0
101,2023,139,29.0,12.76,0.0,22.98,0.0
101,2023,139,30.0,12.76,0.0,22.97,0.0
101,2023,139,31.0,12.76,0.0,22.96,0.0
101,2023,139,32.0,12.76,0.0,22.96,0.0
101,2023,139,33.0,12.76,0.0,22.94,0.0
101,2023,139,34.0,12.76,0.0,22.93,0.0
101,2023,139,35.0,12.76,0.0,22.93,0.0
101,2023,139,36.0,12.76,0.0,22.91,0.0
101,2023,139,37.0,12.76,0.0,22.91,0.0
101,2023,139,38.0,12.76,0.0,22.91,0.0
101,2023,139,39.0,12.76,0.0,22.9,0.0
101,2023,139,40.0,12.76,0.0,22.9,0.0
101,2023,139,41.0,12.76,0.0,22.9,0.0
101,2023,139,42.0,12.76,0.0,22.91,0.0
101,2023,139,43.0,12.76,0.0,22.91,0.0
101,2023,139,44.0,12.76,0.0,22.91,0.0
101,2023,139,45.0,12.76,0.0,22.91,0.0
101,2023,139,46.0,12.76,0.0,22.91,0.0
101,2023,139,47.0,12.76,0.0,22.91,0.0
101,2023,139,48.0,12.76,0.0,22.91,0.0
101,2023,139,49.0,12.76,0.0,22.9,0.0
101,2023,139,50.0,12.76,0.0,22.9,0.0
101,2023,139,51.0,12.76,0.0,22.9,0.0
101,2023,139,52.0,12.76,0.0,22.9,0.0
101,2023,139,53.0,12.76,0.0,22.9,0.0
101,2023,139,54.0,12.76,0.0,22.9,0.0
101,2023,139,55.0,12.76,0.0,22.9,0.0
101,2023,139,56.0,12.76,0.0,22.88,0.0
101,2023,139,57.0,12.76,0.0,22.88,0.0
101,2023,139,58.0,12.76,0.0,22.88,0.0
101,2023,139,59.0,12.76,0.0,22.88,0.0
101,2023,139,100.0,12.76,0.0,22.88,0.0
101,2023,139,101.0,12.76,0.0,22.88,0.0
101,2023,139,102.0,12.76,0.0,22.88,0.0
101,2023,139,103.0,12.76,0.0,22.87,0.0
101,2023,139,104.0,12.76,0.0,22.87,0.0
101,2023,139,105.0,12.76,0.0,22.88,0.0
101,2023,139,106.0,12.76,0.0,22.88,0.0
101,2023,139,107.0,12.76,0.0,22.89,0.0
101,2023,139,108.0,12.76,0.0,22.91,0.0
101,2023,139,109.0,12.76,0.0,22.91,0.0
101,2023,139,110.0,12.76,0.0,22.93,0.0
101,2023,139,111.0,12.76,0.0,22.94,0.0
101,2023,139,112.0,12.76,0.0,22.95,0.0
101,2023,139,113.0,12.76,0.0,22.96,0.0
101,2023,139,114.0,12.76,0.0,22.96,0.0
101,2023,139,115.0,12.76,0.0,22.96,0.0
101,2023,139,116.0,12.76,0.0,22.96,0.0
101,2023,139,117.0,12.76,0.0,22.95,0.0
101,2023,139,118.0,12.76,0.0,22.95,0.0
101,2023,139,119.0,12.76,0.0,22.95,0.0
101,2023,139,120.0,12.76,0.0,22.95,0.0
101,2023,139,121.0,12.76,0.0,22.96,0.0
101,2023,139,122.0,12.76,0.0,22.96,0.0
101,2023,139,123.0,12.76,0.0,22.96,0.0
101,2023,139,124.0,12.76,0.0,22.95,0.0
101,2023,139,125.0,12.76,0.0,22.95,0.0
101,2023,139,126.0,12.76,0.0,22.94,0.0
101,2023,139,127.0,12.76,0.0,22.93,0.0
101,2023,139,128.0,12.76,0.0,22.93,0.0
101,2023,139,129.0,12.76,0.0,22.93,0.0
101,2023,139,130.0,12.76,0.0,22.94,0.0
101,2023,139,131.0,12.76,0.0,22.95,0.0
101,2023,139,132.0,12.76,0.0,22.96,0.0
101,2023,139,133.0,12.76,0.0,23.0,0.0
101,2023,139,134.0,12.76,0.0,23.03,0.0
101,2023,139,135.0,12.76,0.0,23.07,0.0
101,2023,139,136.0,12.76,0.0,23.08,0.0
101,2023,139,137.0,12.76,0.0,23.08,0.0
101,2023,139,138.0,12.76,0.0,23.05,0.0
101,2023,139,139.0,12.76,0.0,23.05,0.0
101,2023,139,140.0,12.76,0.0,23.05,0.0
101,2023,139,141.0,12.76,0.0,23.06,0.0
101,2023,139,142.0,12.76,0.0,23.06,0.0
101,2023,139,143.0,12.76,0.0,23.05,0.0
101,2023,139,144.0,12.76,0.0,23.05,0.0
101,2023,139,145.0,12.76,0.0,23.03,0.0
101,2023,139,146.0,12.76,0.0,23.02,0.0
101,2023,139,147.0,12.76,0.0,23.01,0.0
101,2023,139,148.0,12.76,0.0,23.0,0.0
101,2023,139,149.0,12.76,0.0,23.0,0.0
101,2023,139,150.0,12.76,0.0,23.0,0.0
101,2023,139,151.0,12.76,0.0,23.0,0.0
101,2023,139,152.0,12.76,0.0,23.0,0.0
101,2023,139,153.0,12.76,0.0,22.98,0.0
101,2023,139,154.0,12.76,0.0,22.98,0.0
101,2023,139,155.0,12.76,0.0,22.97,0.0
101,2023,139,156.0,12.76,0.0,22.96,0.0
101,2023,139,157.0,12.76,0.0,22.95,0.0
101,2023,139,158.0,12.76,0.0,22.95,0.0
101,2023,139,159.0,12.76,0.0,22.94,0.0
101,2023,139,200.0,12.76,0.0,22.92,0.0
101,2023,139,201.0,12.76,0.0,22.92,0.0
101,2023,139,202.0,12.76,0.0,22.92,0.0
101,2023,139,203.0,12.76,0.0,22.93,0.0
101,2023,139,204.0,12.76,0.0,22.95,0.0
101,2023,139,205.0,12.76,0.0,22.97,0.0
101,2023,139,206.0,12.76,0.0,22.98,0.0
101,2023,139,207.0,12.76,0.0,22.93,0.0
101,2023,139,208.0,12.76,0.0,22.9,0.0
101,2023,139,209.0,12.76,0.0,22.88,0.0
101,2023,139,210.0,12.76,0.0,22.87,0.0
101,2023,139,211.0,12.76,0.0,22.88,0.0
101,2023,139,212.0,12.76,0.0,22.88,0.0
101,2023,139,213.0,12.76,0.0,22.86,0.0
101,2023,139,214.0,12.76,0.0,22.82,0.0
101,2023,139,215.0,12.76,0.0,22.81,0.0
101,2023,139,216.0,12.76,0.0,22.77,0.0
101,2023,139,217.0,12.76,0.0,22.76,0.0
101,2023,139,218.0,12.76,0.0,22.76,0.0
101,2023,139,219.0,12.76,0.0,22.75,0.0
101,2023,139,220.0,12.76,0.0,22.75,0.0
101,2023,139,221.0,12.76,0.0,22.73,0.0
101,2023,139,222.0,12.76,0.0,22.74,0.0
101,2023,139,223.0,12.76,0.0,22.76,0.0
101,2023,139,224.0,12.76,0.0,22.74,0.0
101,2023,139,225.0,12.76,0.0,22.73,0.0
101,2023,139,226.0,12.76,0.0,22.72,0.0
101,2023,139,227.0,12.76,0.0,22.69,0.0
101,2023,139,228.0,12.76,0.0,22.66,0.0
101,2023,139,229.0,12.76,0.0,22.64,0.0
101,2023,139,230.0,12.76,0.0,22.63,0.0
101,2023,139,231.0,12.76,0.0,22.61,0.0
101,2023,139,232.0,12.76,0.0,22.56,0.0
101,2023,139,233.0,12.76,0.0,22.58,0.0
101,2023,139,234.0,12.76,0.0,22.61,0.0
101,2023,139,235.0,12.76,0.0,22.62,0.0
101,2023,139,236.0,12.76,0.0,22.6,0.0
101,2023,139,237.0,12.76,0.0,22.57,0.0
101,2023,139,238.0,12.76,0.0,22.56,0.0
101,2023,139,239.0,12.76,0.0,22.58,0.0
101,2023,139,240.0,12.76,0.0,22.57,0.0
101,2023,139,241.0,12.76,0.0,22.56,0.0
101,2023,139,242.0,12.76,0.0,22.56,0.0
101,2023,139,243.0,12.76,0.0,22.56,0.0
101,2023,139,244.0,12.76,0.0,22.56,0.0
101,2023,139,245.0,12.76,0.0,22.57,0.0
101,2023,139,246.0,12.76,0.0,22.57,0.0
101,2023,139,247.0,12.76,0.0,22.59,0.0
101,2023,139,248.0,12.76,0.0,22.58,0.0
101,2023,139,249.0,12.76,0.0,22.58,0.0
101,2023,139,250.0,12.76,0.0,22.59,0.0
101,2023,139,251.0,12.76,0.0,22.59,0.0
101,2023,139,252.0,12.76,0.0,22.6,0.0
101,2023,139,253.0,12.76,0.0,22.62,0.0
101,2023,139,254.0,12.76,0.0,22.64,0.0
101,2023,139,255.0,12.76,0.0,22.65,0.0
101,2023,139,256.0,12.76,0.0,22.68,0.0
101,2023,139,257.0,12.76,0.0,22.71,0.0
101,2023,139,258.0,12.76,0.0,22.7,0.0
101,2023,139,259.0,12.76,0.0,22.71,0.0
101,2023,139,300.0,12.76,0.0,22.75,0.0
101,2023,139,301.0,12.76,0.0,22.72,0.0
101,2023,139,302.0,12.76,0.0,22.72,0.0
101,2023,139,303.0,12.76,0.0,22.76,0.0
101,2023,139,304.0,12.76,0.0,22.75,0.0
101,2023,139,305.0,12.76,0.0,22.74,0.0
101,2023,139,306.0,12.76,0.0,22.76,0.0
101,2023,139,307.0,12.76,0.0,22.76,0.0
101,2023,139,308.0,12.76,0.0,22.76,0.0
101,2023,139,309.0,12.76,0.0,22.76,0.0
101,2023,139,310.0,12.76,0.0,22.75,0.0
101,2023,139,311.0,12.76,0.0,22.74,0.0
101,2023,139,312.0,12.76,0.0,22.75,0.0
101,2023,139,313.0,12.76,0.0,22.76,0.0
101,2023,139,314.0,12.76,0.0,22.78,0.0
101,2023,139,315.0,12.76,0.0,22.77,0.0
101,2023,139,316.0,12.76,0.0,22.76,0.0
101,2023,139,317.0,12.76,0.0,22.76,0.0
101,2023,139,318.0,12.76,0.0,22.77,0.0
101,2023,139,319.0,12.76,0.0,22.78,0.0
101,2023,139,320.0,12.76,0.0,22.78,0.0
101,2023,139,321.0,12.76,0.0,22.78,0.0
101,2023,139,322.0,12.76,0.0,22.78,0.0
101,2023,139,323.0,12.76,0.0,22.8,0.0
101,2023,139,324.0,12.76,0.0,22.8,0.0
101,2023,139,325.0,12.76,0.0,22.81,0.0
101,2023,139,326.0,12.76,0.0,22.81,0.0
101,2023,139,327.0,12.76,0.0,22.79,0.0
101,2023,139,328.0,12.76,0.0,22.76,0.0
101,2023,139,329.0,12.76,0.0,22.76,0.0
101,2023,139,330.0,12.76,0.0,22.76,0.0
101,2023,139,331.0,12.76,0.0,22.77,0.0
101,2023,139,332.0,12.76,0.0,22.74,0.0
101,2023,139,333.0,12.76,0.0,22.73,0.0
101,2023,139,334.0,12.76,0.0,22.74,0.0
101,2023,139,335.0,12.76,0.0,22.75,0.0
101,2023,139,336.0,12.76,0.0,22.75,0.0
101,2023,139,337.0,12.76,0.0,22.78,0.0
101,2023,139,338.0,12.76,0.0,22.78,0.0
101,2023,139,339.0,12.76,0.0,22.76,0.0
101,2023,139,340.0,12.76,0.0,22.73,0.0
101,2023,139,341.0,12.76,0.0,22.73,0.0
101,2023,139,342.0,12.76,0.0,22.73,0.0
101,2023,139,343.0,12.76,0.0,22.72,0.0
101,2023,139,344.0,12.76,0.0,22.7,0.0
101,2023,139,345.0,12.76,0.0,22.61,0.0
101,2023,139,346.0,12.76,0.0,22.58,0.0
101,2023,139,347.0,12.76,0.0,22.58,0.0
101,2023,139,348.0,12.76,0.0,22.59,0.0
101,2023,139,349.0,12.76,0.0,22.6,0.0
101,2023,139,350.0,12.76,0.0,22.6,0.0
101,2023,139,351.0,12.76,0.0,22.63,0.0
101,2023,139,352.0,12.76,0.0,22.61,0.0
101,2023,139,353.0,12.76,0.0,22.59,0.0
101,2023,139,354.0,12.76,0.0,22.59,0.0
101,2023,139,355.0,12.76,0.0,22.6,0.0
101,2023,139,356.0,12.75,0.0,22.6,0.0
101,2023,139,357.0,12.73,0.0,22.6,0.0
101,2023,139,358.0,12.72,0.0,22.58,0.0
101,2023,139,359.0,12.71,0.0,22.6,0.0
101,2023,139,400.0,12.7,0.0,22.57,0.0
101,2023,139,401.0,12.69,0.0,22.58,0.0
101,2023,139,402.0,12.69,0.0,22.55,0.0
101,2023,139,403.0,12.68,0.0,22.57,0.0
101,2023,139,404.0,12.68,0.0,22.6,0.0
101,2023,139,405.0,12.67,0.0,22.58,0.0
101,2023,139,406.0,12.67,0.0,22.56,0.0
101,2023,139,407.0,12.67,0.0,22.56,0.0
101,2023,139,408.0,12.67,0.0,22.56,0.0
101,2023,139,409.0,12.67,0.0,22.57,0.0
101,2023,139,410.0,12.67,0.0,22.59,0.0
101,2023,139,411.0,12.67,0.0,22.61,0.0
101,2023,139,412.0,12.67,0.0,22.61,0.0
101,2023,139,413.0,12.67,0.0,22.61,0.0
101,2023,139,414.0,12.67,0.0,22.62,0.0
101,2023,139,415.0,12.67,0.0,22.61,0.0
101,2023,139,416.0,12.67,0.0,22.59,0.0
101,2023,139,417.0,12.67,0.0,22.6,0.0
101,2023,139,418.0,12.67,0.0,22.61,0.0
101,2023,139,419.0,12.67,0.0,22.61,0.0
101,2023,139,420.0,12.67,0.0,22.6,0.0
101,2023,139,421.0,12.67,0.0,22.6,0.0
101,2023,139,422.0,12.67,0.0,22.61,0.0
101,2023,139,423.0,12.67,0.0,22.62,0.0
101,2023,139,424.0,12.67,0.0,22.64,0.0
101,2023,139,425.0,12.67,0.0,22.63,0.0
101,2023,139,426.0,12.67,0.0,22.61,0.0
101,2023,139,427.0,12.67,0.0,22.59,0.0
101,2023,139,428.0,12.67,0.0,22.59,0.0
101,2023,139,429.0,12.67,0.0,22.56,0.0
101,2023,139,430.0,12.67,0.0,22.57,0.0
101,2023,139,431.0,12.67,0.0,22.55,0.0
101,2023,139,432.0,12.67,0.0,22.54,0.0
101,2023,139,433.0,12.67,0.0,22.55,0.0
101,2023,139,434.0,12.67,0.0,22.55,0.0
101,2023,139,435.0,12.67,0.0,22.56,0.0
101,2023,139,436.0,12.67,0.0,22.56,0.0
101,2023,139,437.0,12.67,0.0,22.59,0.0
101,2023,139,438.0,12.67,0.0,22.57,0.0
101,2023,139,439.0,12.67,0.0,22.56,0.0
101,2023,139,440.0,12.67,0.0,22.55,0.0
101,2023,139,441.0,12.67,0.0,22.54,0.0
101,2023,139,442.0,12.67,0.0,22.56,0.0
101,2023,139,443.0,12.67,0.0,22.58,0.0
101,2023,139,444.0,12.67,0.0,22.58,0.0
101,2023,139,445.0,12.67,0.0,22.58,0.0
101,2023,139,446.0,12.67,0.0,22.57,0.0
101,2023,139,447.0,12.67,0.0,22.56,0.0
101,2023,139,448.0,12.67,0.0,22.58,0.0
101,2023,139,449.0,12.67,0.0,22.59,0.0
